Wins,Losses,total_games,W/total_games,Wins_per_surface,Losses_per_surface,total_games_per_surface,W/total_games_per_surface,player_name,winner,loser,tourney name
4,5,9,44.44444444444444,4,5,9,44.44444444444444,Egor Gerasimov,Egor Gerasimov,Lloyd Harris,Murray River Open
4,3,7,57.142857142857146,4,3,7,57.142857142857146,Lloyd Harris,Egor Gerasimov,Lloyd Harris,Murray River Open
0,3,3,0.0,0,3,3,0.0,Aljaz Bedene,Aljaz Bedene,Yasutaka Uchiyama,Great Ocean Road Open
0,0,0,,0,0,0,,Yasutaka Uchiyama,Aljaz Bedene,Yasutaka Uchiyama,Great Ocean Road Open
0,3,3,0.0,0,3,3,0.0,Marton Fucsovics,Marton Fucsovics,Marco Cecchinato,Murray River Open
4,3,7,57.142857142857146,0,2,2,0.0,Marco Cecchinato,Marton Fucsovics,Marco Cecchinato,Murray River Open
0,4,4,0.0,0,4,4,0.0,Tennys Sandgren,Tennys Sandgren,John Patrick Smith,Great Ocean Road Open
0,0,0,,0,0,0,,John Patrick Smith,Tennys Sandgren,John Patrick Smith,Great Ocean Road Open
0,0,0,,0,0,0,,Jason Kubler,Jason Kubler,Lorenzo Sonego,Murray River Open
6,3,9,66.66666666666667,5,2,7,71.42857142857143,Lorenzo Sonego,Jason Kubler,Lorenzo Sonego,Murray River Open
2,5,7,28.571428571428573,2,4,6,33.333333333333336,Salvatore Caruso,Salvatore Caruso,Andreas Seppi,Great Ocean Road Open
1,2,3,33.333333333333336,1,1,2,50.0,Andreas Seppi,Salvatore Caruso,Andreas Seppi,Great Ocean Road Open
0,0,0,,0,0,0,,Ricardas Berankis,Ricardas Berankis,Sumit Nagal,Murray River Open
0,2,2,0.0,0,1,1,0.0,Sumit Nagal,Ricardas Berankis,Sumit Nagal,Murray River Open
0,1,1,0.0,0,1,1,0.0,Soon Woo Kwon,Soon Woo Kwon,Andrej Martin,Great Ocean Road Open
0,3,3,0.0,0,2,2,0.0,Andrej Martin,Soon Woo Kwon,Andrej Martin,Great Ocean Road Open
3,3,6,50.0,1,2,3,33.333333333333336,Jiri Vesely,Jiri Vesely,Frederico Ferreira Silva,Murray River Open
0,0,0,,0,0,0,,Frederico Ferreira Silva,Jiri Vesely,Frederico Ferreira Silva,Murray River Open
0,0,0,,0,0,0,,Christopher O'Connell,Christopher O'Connell,Dominik Koepfer,Great Ocean Road Open
0,0,0,,0,0,0,,Dominik Koepfer,Christopher O'Connell,Dominik Koepfer,Great Ocean Road Open
0,0,0,,0,0,0,,Pedro Sousa,Pedro Sousa,Li Tu,Murray River Open
0,0,0,,0,0,0,,Li Tu,Pedro Sousa,Li Tu,Murray River Open
2,4,6,33.333333333333336,2,3,5,40.0,Stefano Travaglia,Stefano Travaglia,Roberto Carballes Baena,Great Ocean Road Open
1,2,3,33.333333333333336,0,1,1,0.0,Roberto Carballes Baena,Stefano Travaglia,Roberto Carballes Baena,Great Ocean Road Open
4,3,7,57.142857142857146,4,3,7,57.142857142857146,Marcos Giron,Marcos Giron,Michael Mmoh,Murray River Open
0,0,0,,0,0,0,,Michael Mmoh,Marcos Giron,Michael Mmoh,Murray River Open
1,1,2,50.0,1,1,2,50.0,Sam Querrey,Sam Querrey,Henri Laaksonen,Great Ocean Road Open
1,1,2,50.0,1,1,2,50.0,Henri Laaksonen,Sam Querrey,Henri Laaksonen,Great Ocean Road Open
10,6,16,62.5,10,6,16,62.5,Adrian Mannarino,Adrian Mannarino,Mikael Ymer,Murray River Open
0,0,0,,0,0,0,,Mikael Ymer,Adrian Mannarino,Mikael Ymer,Murray River Open
0,1,1,0.0,0,0,0,,Pablo Cuevas,Pablo Cuevas,Pablo Andujar,Great Ocean Road Open
2,4,6,33.333333333333336,1,3,4,25.0,Pablo Andujar,Pablo Cuevas,Pablo Andujar,Great Ocean Road Open
0,0,0,,0,0,0,,Nick Kyrgios,Nick Kyrgios,Alexandre Muller,Murray River Open
0,0,0,,0,0,0,,Alexandre Muller,Nick Kyrgios,Alexandre Muller,Murray River Open
0,0,0,,0,0,0,,Robin Haase,Robin Haase,Kimmer Coppejans,Great Ocean Road Open
0,1,1,0.0,0,1,1,0.0,Kimmer Coppejans,Robin Haase,Kimmer Coppejans,Great Ocean Road Open
0,0,0,,0,0,0,,Harry Bourchier,Harry Bourchier,Marc Polmans,Murray River Open
0,1,1,0.0,0,1,1,0.0,Marc Polmans,Harry Bourchier,Marc Polmans,Murray River Open
0,0,0,,0,0,0,,Mikael Torpegaard,Mikael Torpegaard,Pedro Martinez,Great Ocean Road Open
0,0,0,,0,0,0,,Pedro Martinez,Mikael Torpegaard,Pedro Martinez,Great Ocean Road Open
4,4,8,50.0,4,4,8,50.0,Emil Ruusuvuori,Emil Ruusuvuori,Viktor Troicki,Murray River Open
0,2,2,0.0,0,2,2,0.0,Viktor Troicki,Emil Ruusuvuori,Viktor Troicki,Murray River Open
0,0,0,,0,0,0,,Mario Vilella Martinez,Mario Vilella Martinez,Yannick Hanfmann,Great Ocean Road Open
2,1,3,66.66666666666667,0,0,0,,Yannick Hanfmann,Mario Vilella Martinez,Yannick Hanfmann,Great Ocean Road Open
0,3,3,0.0,0,2,2,0.0,Federico Coria,Federico Coria,Radu Albot,Murray River Open
6,5,11,54.54545454545455,6,5,11,54.54545454545455,Radu Albot,Federico Coria,Radu Albot,Murray River Open
2,4,6,33.333333333333336,2,4,6,33.333333333333336,Pierre Hugues Herbert,Pierre Hugues Herbert,Maxime Cressy,Great Ocean Road Open
0,0,0,,0,0,0,,Maxime Cressy,Pierre Hugues Herbert,Maxime Cressy,Great Ocean Road Open
4,4,8,50.0,4,4,8,50.0,Gilles Simon,Gilles Simon,Elias Ymer,Murray River Open
0,0,0,,0,0,0,,Elias Ymer,Gilles Simon,Elias Ymer,Murray River Open
3,4,7,42.857142857142854,3,4,7,42.857142857142854,Jordan Thompson,Jordan Thompson,Gianluca Mager,Great Ocean Road Open
2,2,4,50.0,2,1,3,66.66666666666667,Gianluca Mager,Jordan Thompson,Gianluca Mager,Great Ocean Road Open
3,1,4,75.0,3,1,4,75.0,Jeremy Chardy,Jeremy Chardy,Marin Cilic,Murray River Open
3,4,7,42.857142857142854,3,4,7,42.857142857142854,Marin Cilic,Jeremy Chardy,Marin Cilic,Murray River Open
1,1,2,50.0,1,1,2,50.0,Thiago Monteiro,Thiago Monteiro,Thomas Fancutt,Great Ocean Road Open
0,0,0,,0,0,0,,Thomas Fancutt,Thiago Monteiro,Thomas Fancutt,Great Ocean Road Open
2,3,5,40.0,2,3,5,40.0,Mackenzie McDonald,Mackenzie McDonald,Richard Gasquet,Murray River Open
4,4,8,50.0,4,4,8,50.0,Richard Gasquet,Mackenzie McDonald,Richard Gasquet,Murray River Open
0,0,0,,0,0,0,,Matthew Ebden,Matthew Ebden,Federico Delbonis,Great Ocean Road Open
2,3,5,40.0,0,2,2,0.0,Federico Delbonis,Matthew Ebden,Federico Delbonis,Great Ocean Road Open
0,0,0,,0,0,0,,Alex Bolt,Alex Bolt,Thanasi Kokkinakis,Murray River Open
0,0,0,,0,0,0,,Thanasi Kokkinakis,Alex Bolt,Thanasi Kokkinakis,Murray River Open
0,0,0,,0,0,0,,Carlos Alcaraz Garfia,Carlos Alcaraz Garfia,Attila Balazs,Great Ocean Road Open
0,1,1,0.0,0,1,1,0.0,Attila Balazs,Carlos Alcaraz Garfia,Attila Balazs,Great Ocean Road Open
2,2,4,50.0,2,2,4,50.0,Mikhail Kukushkin,Mikhail Kukushkin,Juan Ignacio Londero,Murray River Open
0,0,0,,0,0,0,,Juan Ignacio Londero,Mikhail Kukushkin,Juan Ignacio Londero,Murray River Open
3,4,7,42.857142857142854,3,4,7,42.857142857142854,Karen Khachanov,Karen Khachanov,Max Purcell,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Max Purcell,Karen Khachanov,Max Purcell,Great Ocean Road Open
4,2,6,66.66666666666667,4,2,6,66.66666666666667,Grigor Dimitrov,Grigor Dimitrov,Andrew Harris,Murray River Open
1,0,1,100.0,1,0,1,100.0,Andrew Harris,Grigor Dimitrov,Andrew Harris,Murray River Open
5,2,7,71.42857142857143,5,2,7,71.42857142857143,Kevin Anderson,Kevin Anderson,Cedrik Marcel Stebe,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Cedrik Marcel Stebe,Kevin Anderson,Cedrik Marcel Stebe,Great Ocean Road Open
1,1,2,50.0,1,1,2,50.0,Alexei Popyrin,Alexei Popyrin,Tommy Paul,Murray River Open
6,5,11,54.54545454545455,5,4,9,55.55555555555556,Tommy Paul,Alexei Popyrin,Tommy Paul,Murray River Open
1,0,1,100.0,1,0,1,100.0,Botic van de Zandschulp,Botic van de Zandschulp,Kamil Majchrzak,Great Ocean Road Open
1,1,2,50.0,1,0,1,100.0,Kamil Majchrzak,Botic van de Zandschulp,Kamil Majchrzak,Great Ocean Road Open
3,4,7,42.857142857142854,2,3,5,40.0,Corentin Moutet,Corentin Moutet,Albert Ramos,Murray River Open
2,3,5,40.0,1,2,3,33.333333333333336,Albert Ramos,Corentin Moutet,Albert Ramos,Murray River Open
2,2,4,50.0,2,2,4,50.0,Reilly Opelka,Reilly Opelka,Sergiy Stakhovsky,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Sergiy Stakhovsky,Reilly Opelka,Sergiy Stakhovsky,Great Ocean Road Open
1,3,4,25.0,1,3,4,25.0,James Duckworth,James Duckworth,Ugo Humbert,Murray River Open
9,2,11,81.81818181818181,9,2,11,81.81818181818181,Ugo Humbert,James Duckworth,Ugo Humbert,Murray River Open
9,2,11,81.81818181818181,9,2,11,81.81818181818181,Jannik Sinner,Jannik Sinner,Aleksandar Vukic,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Aleksandar Vukic,Jannik Sinner,Aleksandar Vukic,Great Ocean Road Open
5,5,10,50.0,5,5,10,50.0,Felix Auger Aliassime,Felix Auger Aliassime,Yuichi Sugita,Murray River Open
2,2,4,50.0,2,2,4,50.0,Yuichi Sugita,Felix Auger Aliassime,Yuichi Sugita,Murray River Open
1,3,4,25.0,1,3,4,25.0,Aljaz Bedene,Aljaz Bedene,Dane Sweeny,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Dane Sweeny,Aljaz Bedene,Dane Sweeny,Great Ocean Road Open
5,5,10,50.0,5,5,10,50.0,Egor Gerasimov,Egor Gerasimov,Marton Fucsovics,Murray River Open
1,3,4,25.0,1,3,4,25.0,Marton Fucsovics,Egor Gerasimov,Marton Fucsovics,Murray River Open
3,5,8,37.5,3,4,7,42.857142857142854,Salvatore Caruso,Salvatore Caruso,Tennys Sandgren,Great Ocean Road Open
1,4,5,20.0,1,4,5,20.0,Tennys Sandgren,Salvatore Caruso,Tennys Sandgren,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Ricardas Berankis,Ricardas Berankis,Jason Kubler,Murray River Open
1,0,1,100.0,1,0,1,100.0,Jason Kubler,Ricardas Berankis,Jason Kubler,Murray River Open
3,5,8,37.5,3,5,8,37.5,Miomir Kecmanovic,Miomir Kecmanovic,Soon Woo Kwon,Great Ocean Road Open
1,1,2,50.0,1,1,2,50.0,Soon Woo Kwon,Miomir Kecmanovic,Soon Woo Kwon,Great Ocean Road Open
4,3,7,57.142857142857146,2,2,4,50.0,Jiri Vesely,Jiri Vesely,Casper Ruud,Murray River Open
0,3,3,0.0,0,2,2,0.0,Casper Ruud,Jiri Vesely,Casper Ruud,Murray River Open
5,4,9,55.55555555555556,5,4,9,55.55555555555556,Alexander Bublik,Alexander Bublik,Christopher O'Connell,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Christopher O'Connell,Alexander Bublik,Christopher O'Connell,Great Ocean Road Open
6,4,10,60.0,6,4,10,60.0,Daniel Evans,Daniel Evans,Pedro Sousa,Murray River Open
1,0,1,100.0,1,0,1,100.0,Pedro Sousa,Daniel Evans,Pedro Sousa,Murray River Open
3,4,7,42.857142857142854,3,3,6,50.0,Stefano Travaglia,Stefano Travaglia,Sam Querrey,Great Ocean Road Open
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Sam Querrey,Stefano Travaglia,Sam Querrey,Great Ocean Road Open
5,3,8,62.5,5,3,8,62.5,Marcos Giron,Marcos Giron,Adrian Mannarino,Murray River Open
11,6,17,64.70588235294117,11,6,17,64.70588235294117,Adrian Mannarino,Marcos Giron,Adrian Mannarino,Murray River Open
1,1,2,50.0,1,0,1,100.0,Pablo Cuevas,Pablo Cuevas,Robin Haase,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Robin Haase,Pablo Cuevas,Robin Haase,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Nick Kyrgios,Nick Kyrgios,Harry Bourchier,Murray River Open
1,0,1,100.0,1,0,1,100.0,Harry Bourchier,Nick Kyrgios,Harry Bourchier,Murray River Open
7,3,10,70.0,7,3,10,70.0,Hubert Hurkacz,Hubert Hurkacz,Mikael Torpegaard,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Mikael Torpegaard,Hubert Hurkacz,Mikael Torpegaard,Great Ocean Road Open
6,3,9,66.66666666666667,6,3,9,66.66666666666667,Borna Coric,Borna Coric,Emil Ruusuvuori,Murray River Open
5,4,9,55.55555555555556,5,4,9,55.55555555555556,Emil Ruusuvuori,Borna Coric,Emil Ruusuvuori,Murray River Open
1,0,1,100.0,1,0,1,100.0,Mario Vilella Martinez,Mario Vilella Martinez,Nikoloz Basilashvili,Great Ocean Road Open
2,3,5,40.0,2,3,5,40.0,Nikoloz Basilashvili,Mario Vilella Martinez,Nikoloz Basilashvili,Great Ocean Road Open
1,4,5,20.0,1,4,5,20.0,Taylor Fritz,Taylor Fritz,Federico Coria,Murray River Open
1,3,4,25.0,1,2,3,33.333333333333336,Federico Coria,Taylor Fritz,Federico Coria,Murray River Open
4,4,8,50.0,4,4,8,50.0,Jordan Thompson,Jordan Thompson,Pierre Hugues Herbert,Great Ocean Road Open
3,4,7,42.857142857142854,3,4,7,42.857142857142854,Pierre Hugues Herbert,Jordan Thompson,Pierre Hugues Herbert,Great Ocean Road Open
4,1,5,80.0,4,1,5,80.0,Jeremy Chardy,Jeremy Chardy,Gilles Simon,Murray River Open
5,4,9,55.55555555555556,5,4,9,55.55555555555556,Gilles Simon,Jeremy Chardy,Gilles Simon,Murray River Open
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Thiago Monteiro,Thiago Monteiro,Matthew Ebden,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Matthew Ebden,Thiago Monteiro,Matthew Ebden,Great Ocean Road Open
1,0,1,100.0,1,0,1,100.0,Alex Bolt,Alex Bolt,Mackenzie McDonald,Murray River Open
3,3,6,50.0,3,3,6,50.0,Mackenzie McDonald,Alex Bolt,Mackenzie McDonald,Murray River Open
1,0,1,100.0,1,0,1,100.0,Carlos Alcaraz Garfia,Carlos Alcaraz Garfia,David Goffin,Great Ocean Road Open
3,3,6,50.0,3,3,6,50.0,David Goffin,Carlos Alcaraz Garfia,David Goffin,Great Ocean Road Open
5,3,8,62.5,5,3,8,62.5,Stan Wawrinka,Stan Wawrinka,Mikhail Kukushkin,Murray River Open
3,2,5,60.0,3,2,5,60.0,Mikhail Kukushkin,Stan Wawrinka,Mikhail Kukushkin,Murray River Open
4,4,8,50.0,4,4,8,50.0,Karen Khachanov,Karen Khachanov,Kevin Anderson,Great Ocean Road Open
6,2,8,75.0,6,2,8,75.0,Kevin Anderson,Karen Khachanov,Kevin Anderson,Great Ocean Road Open
5,2,7,71.42857142857143,5,2,7,71.42857142857143,Grigor Dimitrov,Grigor Dimitrov,Alexei Popyrin,Murray River Open
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Alexei Popyrin,Grigor Dimitrov,Alexei Popyrin,Murray River Open
2,0,2,100.0,2,0,2,100.0,Botic van de Zandschulp,Botic van de Zandschulp,Reilly Opelka,Great Ocean Road Open
3,2,5,60.0,3,2,5,60.0,Reilly Opelka,Botic van de Zandschulp,Reilly Opelka,Great Ocean Road Open
4,4,8,50.0,3,3,6,50.0,Corentin Moutet,Corentin Moutet,James Duckworth,Murray River Open
2,3,5,40.0,2,3,5,40.0,James Duckworth,Corentin Moutet,James Duckworth,Murray River Open
10,2,12,83.33333333333333,10,2,12,83.33333333333333,Jannik Sinner,Jannik Sinner,Aljaz Bedene,Great Ocean Road Open
2,3,5,40.0,2,3,5,40.0,Aljaz Bedene,Jannik Sinner,Aljaz Bedene,Great Ocean Road Open
6,5,11,54.54545454545455,6,5,11,54.54545454545455,Felix Auger Aliassime,Felix Auger Aliassime,Egor Gerasimov,Murray River Open
6,5,11,54.54545454545455,6,5,11,54.54545454545455,Egor Gerasimov,Felix Auger Aliassime,Egor Gerasimov,Murray River Open
4,5,9,44.44444444444444,4,5,9,44.44444444444444,Miomir Kecmanovic,Miomir Kecmanovic,Salvatore Caruso,Great Ocean Road Open
4,5,9,44.44444444444444,4,4,8,50.0,Salvatore Caruso,Miomir Kecmanovic,Salvatore Caruso,Great Ocean Road Open
5,3,8,62.5,3,2,5,60.0,Jiri Vesely,Jiri Vesely,Ricardas Berankis,Murray River Open
2,0,2,100.0,2,0,2,100.0,Ricardas Berankis,Jiri Vesely,Ricardas Berankis,Murray River Open
4,4,8,50.0,4,3,7,57.142857142857146,Stefano Travaglia,Stefano Travaglia,Alexander Bublik,Great Ocean Road Open
6,4,10,60.0,6,4,10,60.0,Alexander Bublik,Stefano Travaglia,Alexander Bublik,Great Ocean Road Open
7,4,11,63.63636363636363,7,4,11,63.63636363636363,Daniel Evans,Daniel Evans,Marcos Giron,Murray River Open
6,3,9,66.66666666666667,6,3,9,66.66666666666667,Marcos Giron,Daniel Evans,Marcos Giron,Murray River Open
8,3,11,72.72727272727273,8,3,11,72.72727272727273,Hubert Hurkacz,Hubert Hurkacz,Pablo Cuevas,Great Ocean Road Open
2,1,3,66.66666666666667,2,0,2,100.0,Pablo Cuevas,Hubert Hurkacz,Pablo Cuevas,Great Ocean Road Open
7,3,10,70.0,7,3,10,70.0,Borna Coric,Borna Coric,Nick Kyrgios,Murray River Open
2,0,2,100.0,2,0,2,100.0,Nick Kyrgios,Borna Coric,Nick Kyrgios,Murray River Open
5,4,9,55.55555555555556,5,4,9,55.55555555555556,Jordan Thompson,Jordan Thompson,Mario Vilella Martinez,Great Ocean Road Open
2,0,2,100.0,2,0,2,100.0,Mario Vilella Martinez,Jordan Thompson,Mario Vilella Martinez,Great Ocean Road Open
5,1,6,83.33333333333333,5,1,6,83.33333333333333,Jeremy Chardy,Jeremy Chardy,Taylor Fritz,Murray River Open
2,4,6,33.333333333333336,2,4,6,33.333333333333336,Taylor Fritz,Jeremy Chardy,Taylor Fritz,Murray River Open
3,1,4,75.0,3,1,4,75.0,Thiago Monteiro,Thiago Monteiro,Carlos Alcaraz Garfia,Great Ocean Road Open
2,0,2,100.0,2,0,2,100.0,Carlos Alcaraz Garfia,Thiago Monteiro,Carlos Alcaraz Garfia,Great Ocean Road Open
6,3,9,66.66666666666667,6,3,9,66.66666666666667,Stan Wawrinka,Stan Wawrinka,Alex Bolt,Murray River Open
2,0,2,100.0,2,0,2,100.0,Alex Bolt,Stan Wawrinka,Alex Bolt,Murray River Open
5,4,9,55.55555555555556,5,4,9,55.55555555555556,Karen Khachanov,Karen Khachanov,Botic van de Zandschulp,Great Ocean Road Open
3,0,3,100.0,3,0,3,100.0,Botic van de Zandschulp,Karen Khachanov,Botic van de Zandschulp,Great Ocean Road Open
5,4,9,55.55555555555556,4,3,7,57.142857142857146,Corentin Moutet,Corentin Moutet,Grigor Dimitrov,Murray River Open
6,2,8,75.0,6,2,8,75.0,Grigor Dimitrov,Corentin Moutet,Grigor Dimitrov,Murray River Open
11,2,13,84.61538461538461,11,2,13,84.61538461538461,Jannik Sinner,Jannik Sinner,Miomir Kecmanovic,Great Ocean Road Open
5,5,10,50.0,5,5,10,50.0,Miomir Kecmanovic,Jannik Sinner,Miomir Kecmanovic,Great Ocean Road Open
7,5,12,58.333333333333336,7,5,12,58.333333333333336,Felix Auger Aliassime,Felix Auger Aliassime,Jiri Vesely,Murray River Open
6,3,9,66.66666666666667,4,2,6,66.66666666666667,Jiri Vesely,Felix Auger Aliassime,Jiri Vesely,Murray River Open
5,4,9,55.55555555555556,5,3,8,62.5,Stefano Travaglia,Stefano Travaglia,Hubert Hurkacz,Great Ocean Road Open
9,3,12,75.0,9,3,12,75.0,Hubert Hurkacz,Stefano Travaglia,Hubert Hurkacz,Great Ocean Road Open
8,4,12,66.66666666666667,8,4,12,66.66666666666667,Daniel Evans,Daniel Evans,Borna Coric,Murray River Open
8,3,11,72.72727272727273,8,3,11,72.72727272727273,Borna Coric,Daniel Evans,Borna Coric,Murray River Open
4,1,5,80.0,4,1,5,80.0,Thiago Monteiro,Thiago Monteiro,Jordan Thompson,Great Ocean Road Open
6,4,10,60.0,6,4,10,60.0,Jordan Thompson,Thiago Monteiro,Jordan Thompson,Great Ocean Road Open
6,1,7,85.71428571428571,6,1,7,85.71428571428571,Jeremy Chardy,Jeremy Chardy,Stan Wawrinka,Murray River Open
7,3,10,70.0,7,3,10,70.0,Stan Wawrinka,Jeremy Chardy,Stan Wawrinka,Murray River Open
12,2,14,85.71428571428571,12,2,14,85.71428571428571,Jannik Sinner,Jannik Sinner,Karen Khachanov,Great Ocean Road Open
6,4,10,60.0,6,4,10,60.0,Karen Khachanov,Jannik Sinner,Karen Khachanov,Great Ocean Road Open
8,5,13,61.53846153846154,8,5,13,61.53846153846154,Felix Auger Aliassime,Felix Auger Aliassime,Corentin Moutet,Murray River Open
6,4,10,60.0,5,3,8,62.5,Corentin Moutet,Felix Auger Aliassime,Corentin Moutet,Murray River Open
6,4,10,60.0,6,3,9,66.66666666666667,Stefano Travaglia,Stefano Travaglia,Thiago Monteiro,Great Ocean Road Open
5,1,6,83.33333333333333,5,1,6,83.33333333333333,Thiago Monteiro,Stefano Travaglia,Thiago Monteiro,Great Ocean Road Open
9,4,13,69.23076923076923,9,4,13,69.23076923076923,Daniel Evans,Daniel Evans,Jeremy Chardy,Murray River Open
7,1,8,87.5,7,1,8,87.5,Jeremy Chardy,Daniel Evans,Jeremy Chardy,Murray River Open
13,2,15,86.66666666666667,13,2,15,86.66666666666667,Jannik Sinner,Jannik Sinner,Stefano Travaglia,Great Ocean Road Open
7,4,11,63.63636363636363,7,3,10,70.0,Stefano Travaglia,Jannik Sinner,Stefano Travaglia,Great Ocean Road Open
10,4,14,71.42857142857143,10,4,14,71.42857142857143,Daniel Evans,Daniel Evans,Felix Auger Aliassime,Murray River Open
9,5,14,64.28571428571429,9,5,14,64.28571428571429,Felix Auger Aliassime,Daniel Evans,Felix Auger Aliassime,Murray River Open
0,0,0,,0,0,0,,Guido Pella,Guido Pella,Yoshihito Nishioka,Atp Cup
3,2,5,60.0,3,2,5,60.0,Yoshihito Nishioka,Guido Pella,Yoshihito Nishioka,Atp Cup
5,5,10,50.0,5,5,10,50.0,Diego Schwartzman,Diego Schwartzman,Kei Nishikori,Atp Cup
0,0,0,,0,0,0,,Kei Nishikori,Diego Schwartzman,Kei Nishikori,Atp Cup
12,3,15,80.0,12,3,15,80.0,Andrey Rublev,Andrey Rublev,Yoshihito Nishioka,Atp Cup
3,3,6,50.0,3,3,6,50.0,Yoshihito Nishioka,Andrey Rublev,Yoshihito Nishioka,Atp Cup
13,2,15,86.66666666666667,13,2,15,86.66666666666667,Daniil Medvedev,Daniil Medvedev,Kei Nishikori,Atp Cup
0,1,1,0.0,0,1,1,0.0,Kei Nishikori,Daniil Medvedev,Kei Nishikori,Atp Cup
13,3,16,81.25,13,3,16,81.25,Andrey Rublev,Andrey Rublev,Guido Pella,Atp Cup
1,0,1,100.0,1,0,1,100.0,Guido Pella,Andrey Rublev,Guido Pella,Atp Cup
14,2,16,87.5,14,2,16,87.5,Daniil Medvedev,Daniil Medvedev,Diego Schwartzman,Atp Cup
6,5,11,54.54545454545455,6,5,11,54.54545454545455,Diego Schwartzman,Daniil Medvedev,Diego Schwartzman,Atp Cup
1,1,2,50.0,1,1,2,50.0,Fabio Fognini,Fabio Fognini,Benoit Paire,Atp Cup
0,2,2,0.0,0,2,2,0.0,Benoit Paire,Fabio Fognini,Benoit Paire,Atp Cup
2,2,4,50.0,2,2,4,50.0,Matteo Berrettini,Matteo Berrettini,Gael Monfils,Atp Cup
0,1,1,0.0,0,1,1,0.0,Gael Monfils,Matteo Berrettini,Gael Monfils,Atp Cup
0,0,0,,0,0,0,,Nicolas Mahut,Nicolas Mahut,Dennis Novak,Atp Cup
2,3,5,40.0,2,3,5,40.0,Dennis Novak,Nicolas Mahut,Dennis Novak,Atp Cup
5,3,8,62.5,5,3,8,62.5,Dominic Thiem,Dominic Thiem,Benoit Paire,Atp Cup
0,3,3,0.0,0,3,3,0.0,Benoit Paire,Dominic Thiem,Benoit Paire,Atp Cup
2,4,6,33.333333333333336,2,4,6,33.333333333333336,Dennis Novak,Dennis Novak,Fabio Fognini,Atp Cup
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Fabio Fognini,Dennis Novak,Fabio Fognini,Atp Cup
3,2,5,60.0,3,2,5,60.0,Matteo Berrettini,Matteo Berrettini,Dominic Thiem,Atp Cup
6,3,9,66.66666666666667,6,3,9,66.66666666666667,Dominic Thiem,Matteo Berrettini,Dominic Thiem,Atp Cup
7,4,11,63.63636363636363,7,4,11,63.63636363636363,John Millman,John Millman,Michail Pervolarakis,Atp Cup
0,0,0,,0,0,0,,Michail Pervolarakis,John Millman,Michail Pervolarakis,Atp Cup
2,4,6,33.333333333333336,2,4,6,33.333333333333336,Stefanos Tsitsipas,Stefanos Tsitsipas,Alex De Minaur,Atp Cup
12,3,15,80.0,12,3,15,80.0,Alex De Minaur,Stefanos Tsitsipas,Alex De Minaur,Atp Cup
4,3,7,57.142857142857146,4,3,7,57.142857142857146,Pablo Carreno Busta,Pablo Carreno Busta,John Millman,Atp Cup
8,4,12,66.66666666666667,8,4,12,66.66666666666667,John Millman,Pablo Carreno Busta,John Millman,Atp Cup
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Roberto Bautista Agut,Roberto Bautista Agut,Alex De Minaur,Atp Cup
12,4,16,75.0,12,4,16,75.0,Alex De Minaur,Roberto Bautista Agut,Alex De Minaur,Atp Cup
5,3,8,62.5,5,3,8,62.5,Pablo Carreno Busta,Pablo Carreno Busta,Michail Pervolarakis,Atp Cup
0,1,1,0.0,0,1,1,0.0,Michail Pervolarakis,Pablo Carreno Busta,Michail Pervolarakis,Atp Cup
3,4,7,42.857142857142854,3,4,7,42.857142857142854,Stefanos Tsitsipas,Stefanos Tsitsipas,Roberto Bautista Agut,Atp Cup
3,1,4,75.0,3,1,4,75.0,Roberto Bautista Agut,Stefanos Tsitsipas,Roberto Bautista Agut,Atp Cup
4,6,10,40.0,4,6,10,40.0,Jan Lennard Struff,Jan Lennard Struff,Milos Raonic,Atp Cup
9,3,12,75.0,9,3,12,75.0,Milos Raonic,Jan Lennard Struff,Milos Raonic,Atp Cup
13,3,16,81.25,13,3,16,81.25,Alexander Zverev,Alexander Zverev,Denis Shapovalov,Atp Cup
3,4,7,42.857142857142854,3,4,7,42.857142857142854,Denis Shapovalov,Alexander Zverev,Denis Shapovalov,Atp Cup
9,4,13,69.23076923076923,9,4,13,69.23076923076923,Milos Raonic,Milos Raonic,Dusan Lajovic,Atp Cup
0,4,4,0.0,0,3,3,0.0,Dusan Lajovic,Milos Raonic,Dusan Lajovic,Atp Cup
4,3,7,57.142857142857146,4,3,7,57.142857142857146,Novak Djokovic,Novak Djokovic,Denis Shapovalov,Atp Cup
3,5,8,37.5,3,5,8,37.5,Denis Shapovalov,Novak Djokovic,Denis Shapovalov,Atp Cup
